post_id,text,shared_text,time,reactions,comments,shares,like_reaction,haha_reaction,love_reaction,anger_reaction,wow_reaction,sorry_reaction,tokens
2051828141539418.0,Il n'est jamais trop tôt pour commencer sa liste de cadeaux 😉,,2019-03-21 10:04:35,3652,2117,237,2473,964,192,6,14,3,"['jam', 'trop', 'tôt', 'commenc', 'list', 'cadeau']"
2073914909330741.0,McDo 1 - Mental 0 😏,,2019-03-19 11:57:00,15446,39249,1709,12293,2741,328,41,18,25,"['mcdo', 'mental']"
2069096616479237.0,Vous nous surprendrez toujours ! Qui fait ça ? 🤔,,2019-03-14 18:02:01,6100,23263,636,2846,3067,68,10,92,17,"['surprendr', 'toujour', 'fait', 'ça']"
2052068691515363.0,On a beau essayer de changer… Ça finit toujours de la même façon !,,2019-03-06 12:04:00,6772,3529,338,4993,1635,130,8,4,2,"['beau', 'essai', 'ça', 'fin', 'toujour', 'façon']"
2045677522154480.0,"Le meilleur des programmes, surtout en ce moment avec notre jeu Code Ciné !",,2019-03-01 11:57:00,6261,4566,336,5389,362,395,82,5,28,"['meilleur', 'programm', 'surtout', 'moment', 'jeu', 'cod', 'cin']"
2042512485804317.0,Quelqu’un peut nous expliquer svp ?,,2019-02-22 12:01:54,27143,10939,1931,19362,7263,479,7,18,14,"['quelqu', 'peut', 'expliqu', 'svp']"
2030233057032260.0,"Les fans de ciné (et tous les autres aussi) peuvent se réjouir !
➡️ Des millions de cadeaux sont à gagner dès maintenant avec notre jeu Code Ciné :)",,2019-02-19 11:00:01,985,1039,164,844,24,55,60,1,1,"['fan', 'cin', 'tous', 'autr', 'auss', 'peuvent', 'réjou', 'million', 'cadeau', 'gagn', 'des', 'mainten', 'jeu', 'cod', 'cin']"
2030227163699516.0,"Tout ce qu’on peut vous dire, c’est qu’il va y avoir des millions de cadeaux à gagner ! 😀
SUN, MAR 10, 2019
Le jeu Code Ciné débarque chez McDonald’s™ !","SUN, MAR 10, 2019
Le jeu Code Ciné débarque chez McDonald’s™ !",2019-02-15 11:59:00,56,80,0,49,0,6,0,1,0,"['tout', 'peut', 'dir', 'va', 'avoir', 'million', 'cadeau', 'gagn', 'sun', 'mar', 'jeu', 'cod', 'cin', 'débarqu', 'chez', 'mcdonald']"
2021086997946866.0,À tous ceux qui n’avaient rien prévu cette année pour la Saint-Valentin… On est là ❤,,2019-02-13 11:50:18,10145,16532,1921,7498,1581,1027,17,7,15,"['tous', 'ceux', 'rien', 'prévu', 'cet', 'anné', 'là']"
2028333023888930.0,"Le Big Tasty™ était TRÈS demandé, alors on l’a fait revenir.",,2019-02-12 10:02:17,10869,11633,879,8651,68,1916,60,156,18,"['big', 'tres', 'demand', 'alor', 'fait', 'reven']"
2019603771428522.0,Vous n’êtes pas prêt…,,2019-02-07 18:03:00,5442,10022,414,4335,101,719,49,233,5,[]
2014186741970225.0,"Ne faites pas semblant, on sait à chaque fois comment ça se termine 😉",,2019-02-05 18:01:00,16825,21102,1452,12925,3482,391,9,10,8,"['fait', 'sembl', 'sait', 'chaqu', 'fois', 'comment', 'ça', 'termin']"
2014165958638970.0,"Et pour tous ceux qui ne l’ont pas encore, ça devrait clairement vous motiver.",,2019-02-01 18:02:00,5613,6118,568,4217,1112,262,11,8,3,"['tous', 'ceux', 'encor', 'ça', 'devr', 'clair', 'motiv']"
1984479208274312.0,"Est-ce qu'un Big Mac™ avec du bacon, ça reste un Big Mac™ ? 🤔
➡️ Pour ne plus avoir le moindre doute, le mieux, c’est de venir le tester en restaurant !",,2019-01-15 11:00:01,13098,14221,1000,10831,95,1615,230,284,43,"['big', 'bacon', 'ça', 'rest', 'big', 'plus', 'avoir', 'moindr', 'dout', 'mieux', 'ven', 'test', 'restaur']"
1985433138178919.0,"Facebook, on a besoin de toi ⬇️
Est-ce qu'un Big Mac™ avec du bacon, ça reste un Big Mac™ ? 🤔",,2019-01-11 11:04:00,220,396,36,187,14,16,3,0,0,"['facebook', 'besoin', 'big', 'bacon', 'ça', 'rest', 'big']"
1945785485477018.0,Le plateau dont on aura tous besoin pour bien commencer l’année !,,2018-12-29 11:52:42,10235,9858,625,7888,1538,745,35,22,7,"['plateau', 'dont', 'tous', 'besoin', 'bien', 'commenc', 'anné']"
1957177907671109.0,Le choix s’annonce TRÈS compliqué…,,2018-12-22 11:00:01,25702,3816,211,13103,2252,9385,456,299,207,"['choix', 'annonc', 'tres']"
1956197771102456.0,"Yes, « The ""Grand Chicago Classic » is back* !
Et normalement, cette vidéo devrait vous convaincre de venir le (re)goûter ⬇",,2018-12-21 10:36:57,10593,8556,712,8748,352,1301,100,76,16,"['ye', 'grand', 'chicago', 'classic', 'normal', 'cet', 'vidéo', 'devr', 'convaincr', 'ven', 'goût']"
1945867775468789.0,"STOOOOOOP ! ON A UNE QUESTION…
Vous préféreriez :
➡️ Un McWrap™ Tokyo & Chicken Wasabi
OU
➡️ Un McWrap™ Barcelona & Poulet Poivrons",,2018-12-15 11:00:01,13631,1344,108,6759,25,6756,30,51,10,"['stoooooop', 'préfer', 'tokyo', 'chicken', 'wasab', 'barcelon', 'poulet', 'poivron']"
1945677922154441.0,"N’hésitez pas à faire tourner l’info (et à vous inscrire sur cet event) : le Grand Chicago Classic revient chez McDonald’s™ !
TUE, DEC 18, 2018
Le Grand Chicago Classic est de retour !","TUE, DEC 18, 2018
Le Grand Chicago Classic est de retour !",2018-12-12 18:15:00,306,433,0,243,1,52,3,6,1,"['hésit', 'fair', 'tourn', 'info', 'inscrir', 'cet', 'event', 'grand', 'chicago', 'classic', 'revient', 'chez', 'mcdonald', 'tu', 'dec', 'grand', 'chicago', 'classic', 'retour']"
1938643479524552.0,"Normalement, cette vidéo devrait vous donner envie de vous mettre au skate 😉
Regardez 👇",,2018-12-10 18:05:01,1410,637,169,1159,138,91,14,6,2,"['normal', 'cet', 'vidéo', 'devr', 'don', 'envi', 'mettr', 'skat', 'regard']"
1920167118038855.0,"« Il fait au moins -8000° »
Notre solution 👇",,2018-11-29 11:03:34,4425,4742,258,3508,596,288,7,23,3,"['fait', 'moin', 'solut']"
1920142628041304.0,"Aujourd’hui, c’est le #GivingTuesday. Merci à toutes celles et ceux qui se mobilisent et permettent aux enfants hospitalisés de rester entourés de leur famille.
Les petits dons font les grandes Maisons.",,2018-11-27 13:04:10,1735,209,459,1540,50,125,9,7,4,"['aujourd', 'hui', 'givingtuesday', 'merc', 'tout', 'cel', 'ceux', 'mobilisent', 'permettent', 'enfant', 'hospitalis', 'rest', 'entour', 'famill', 'petit', 'don', 'font', 'grand', 'maison']"
1914958585226375.0,La famille McWrap™ continue son tour du monde !,,2018-11-20 11:00:01,1460,1640,700,1218,31,188,9,9,5,"['famill', 'continu', 'tour', 'mond']"
1908486429206924.0,"Aujourd'hui et jusqu'au 17 novembre, les petits gestes font les grandes maisons.
1 menu acheté = 1 euro reversé par votre restaurant pour les Maisons de Parents Ronald McDonald, qui permettent aux enfants hospitalisés de rester proches de leur famille.",,2018-11-15 11:30:00,408,94,165,360,10,33,4,1,0,"['novembr', 'petit', 'gest', 'font', 'grand', 'maison', 'menu', 'achet', 'euro', 'revers', 'restaur', 'maison', 'parent', 'ronald', 'mcdonald', 'permettent', 'enfant', 'hospitalis', 'rest', 'proch', 'famill']"
1902084886513745.0,"Les Schtroumpfs débarquent dans le Happy Meal™ 💙
(et ils sont tellement nombreux qu’on a eu du mal à tous les faire rentrer dans un post Facebook)",,2018-11-14 11:00:00,1098,1043,296,952,14,118,5,8,1,"['schtroumpf', 'débarquent', 'happy', 'tel', 'nombreux', 'mal', 'tous', 'fair', 'rentr', 'post', 'facebook']"
1897043360351231.0,Devinez qui débarque mercredi dans le Happy Meal™ ?,,2018-11-11 12:00:00,1751,1802,208,1404,136,176,16,18,1,"['devin', 'débarqu', 'mercred', 'happy']"
1902136526508581.0,"Du 15 au 17 novembre, pour 1 menu acheté*, 1€ sera reversé par votre restaurant pour l'accueil des familles dans les Maisons de parents Ronald McDonald.",,2018-11-10 11:30:00,1235,159,583,1085,8,93,45,1,3,"['novembr', 'menu', 'revers', 'restaur', 'famill', 'maison', 'parent', 'ronald', 'mcdonald']"
1885502851505282.0,"Si on vous le rappelle, c’est parce que cette merveille ne restera pas à la carte indéfiniment…",,2018-11-03 11:55:00,2592,1595,100,2031,78,276,17,6,184,"['si', 'rappel', 'parc', 'cet', 'merveil', 'rest', 'cart']"
2192485437736032.0,"Si vous aviez besoin d’explications rationnelles pour comprendre votre amour pour le M™, on vous conseille de regarder la vidéo juste ici ⬇",,2018-11-02 11:55:00,2235,1672,189,0,0,0,0,0,0,"['si', 'besoin', 'expliqu', 'rationnel', 'comprendr', 'amour', 'conseil', 'regard', 'vidéo', 'just', 'ici']"
1888244304564470.0,C’est le moment de mentionner ce pote qui a tout le temps les crocs à chaque fois qu’il vient chez McDo !,,2018-10-31 11:45:00,2805,1531,85,2425,247,128,2,3,0,"['moment', 'mention', 'pot', 'tout', 'temp', 'croc', 'chaqu', 'fois', 'vient', 'chez', 'mcdo']"
1878400242215543.0,"Au fait, on se demandait : team console ou team skateboard ?",,2018-10-26 10:55:00,19168,757,49,16895,46,2202,20,3,2,"['fait', 'demand', 'team', 'consol', 'team', 'skateboard']"
916419615148557.0,"C’est le moment de dénoncer ce pote maladroit 😬
(et de lui rappeler qu’un Triple cheeseburger l’attend chez McDo™)",,2018-10-25 17:35:47,653,317,70,0,0,0,0,0,0,"['moment', 'dénonc', 'pot', 'maladroit', 'rappel', 'tripl', 'cheeseburg', 'attend', 'chez']"
1863760280346206.0,On vous a fait suffisamment patienter : le M™ revient ENFIN !,,2018-10-23 10:00:02,15526,22930,878,11595,67,3363,66,406,29,"['fait', 'suffis', 'patient', 'revient', 'enfin']"
1878202368901997.0,"Durée limitée ! Viande de bœuf préparée, hachée et assaisonnée.",,2018-10-23 09:59:54,752,408,0,0,0,0,0,0,0,"['dur', 'limit', 'viand', 'bœuf', 'prépar', 'hach', 'assaison']"
465446307301815.0,Vous aussi vous avez des potes qui prennent un Menu Maxi Best-Of™ juste pour avoir 4 vignettes Monopoly ?,,2018-10-22 10:55:00,1436,1229,256,0,0,0,0,0,0,"['auss', 'pot', 'prennent', 'menu', 'max', 'just', 'avoir', 'vignet', 'monopoly']"
488690934873575.0,Plus besoin de nous le de_ander : le _ revient le 23 octobre en restaurant !,,2018-10-20 10:55:00,1177,946,136,0,0,0,0,0,0,"['plus', 'besoin', 'revient', 'octobr', 'restaur']"
297922454376492.0,Ne croyez pas qu’on a fait disparaître tous les M pour vous annoncer le… OH WAIT !,,2018-10-18 11:13:40,4699,3460,898,0,0,0,0,0,0,"['croi', 'fait', 'disparaîtr', 'tous', 'annonc', 'oh', 'wait']"
1871009099621324.0,"La journée a été compliquée ? Ce post devrait vous remonter le moral !
➡️ On part sur quelle valeur sûre ?",,2018-10-17 17:00:02,4372,3225,154,3653,31,614,7,62,5,"['journ', 'compliqu', 'post', 'devr', 'remont', 'moral', 'part', 'quel', 'valeur', 'sûr']"
254556788581656.0,Personne n’aime perdre… Ça tombe bien : le jeu Monopoly 100% gagnant est de retour chez McDonald’s™ !,,2018-10-16 10:00:01,1088,400,255,0,0,0,0,0,0,"['person', 'aim', 'ça', 'tomb', 'bien', 'jeu', 'monopoly', 'gagn', 'retour', 'chez', 'mcdonald']"
1862171533838414.0,"Une chose est sûre : après ce soir, il sera trop tard !",,2018-10-15 09:00:01,5759,8753,276,4635,79,496,64,71,414,"['chos', 'sûr', 'apres', 'soir', 'trop', 'tard']"
482337002285259.0,"Cette fois-ci on vous dit la vérité : voilà pourquoi le MEGA MAC™ est de retour, enfin...",,2018-10-14 10:00:02,413,238,42,0,0,0,0,0,0,"['cet', 'dit', 'vérit', 'voilà', 'pourquoi', 'meg', 'retour', 'enfin']"
241082916561995.0,"Vous vous souvenez de la 1ère théorie (les graines de sésames, 4 steaks, tout ça tout ça) ?
Ce n’était que le début d’un immense complot !
Regardez la suite ⬇ #Megamacisback",,2018-10-12 17:05:00,423,217,34,301,91,24,5,2,0,"['souven', 'théor', 'grain', 'sésam', 'steak', 'tout', 'ça', 'tout', 'ça', 'début', 'immens', 'complot', 'regard', 'suit', 'megamacisback']"
1864695096919391.0,On va faire court : vous avez jusqu’à lundi soir uniquement pour venir goûter le MEGA MAC™ en restaurant !,,2018-10-12 10:33:16,5149,11736,492,4267,26,582,29,226,19,"['va', 'fair', 'court', 'jusqu', 'lund', 'soir', 'uniqu', 'ven', 'goût', 'meg', 'restaur']"
1859314400790794.0,"Le 16 octobre, la partie recommence !
Ramenez vos potes : même les mauvais perdants 😉
SUN, NOV 11, 2018
Monopoly 100% gagnant revient chez McDonald’s™ !","SUN, NOV 11, 2018
Monopoly 100% gagnant revient chez McDonald’s™ !",2018-10-11 17:00:02,402,752,0,371,5,22,2,2,0,"['octobr', 'part', 'recomment', 'ramen', 'pot', 'mauv', 'perd', 'sun', 'nov', 'monopoly', 'gagn', 'revient', 'chez', 'mcdonald']"
1859418767447024.0,"Tu vois ce pote qui a les yeux plus gros que le ventre ? C’est le moment de lui dire qu’il a rendez-vous avec lui-même !
➡ LE MEGA MAC™ revient, du 12 au 15 octobre seulement !",,2018-10-10 16:15:44,5195,23160,630,4070,53,728,16,315,13,"['vois', 'pot', 'yeux', 'plus', 'gros', 'ventr', 'moment', 'dir', 'meg', 'revient', 'octobr', 'seul']"
1861772217211679.0,"Durée (très) limitée ! Disponible du 12 au 15 octobre seulement !
Mega Mac is back = le Mega Mac est de retour",,2018-10-10 10:28:19,2613,6418,0,0,0,0,0,0,0,"['dur', 'tres', 'limit', 'disponibl', 'octobr', 'seul', 'meg', 'mac', 'back', 'meg', 'mac', 'retour']"
1849822798406621.0,Juste pour savoir : est-ce qu'il y a des joueurs parmi vous ?,,2018-10-08 11:15:24,7477,10279,341,6784,268,405,5,11,4,"['just', 'savoir', 'joueur', 'parm']"
1855715621150672.0,Durée (très) limitée ! Bientôt disponible en restaurant ! #Megamacisback,,2018-10-05 16:08:36,2036,1417,0,0,0,0,0,0,0,"['dur', 'tres', 'limit', 'bientôt', 'disponibl', 'restaur', 'megamacisback']"
1852253361496898.0,"Qui veut souffler ces bougies ? 🍟🎉
On fait plein d’autres choses sur Instagram, pour nous suivre, c'est par ici : https://www.instagram.com/mcdonalds_fr/",,2018-10-02 17:15:01,974,1832,63,834,50,83,3,4,0,"['veut', 'souffl', 'boug', 'fait', 'plein', 'autr', 'chos', 'instagram', 'suivr', 'ici', 'http']"
314842919280424.0,Les petites pièces peuvent faire beaucoup plus que vous ne l’imaginez. Voici pourquoi :,,2018-09-17 10:55:00,1673,134,775,0,0,0,0,0,0,"['petit', 'piec', 'peuvent', 'fair', 'beaucoup', 'plus', 'imagin', 'voic', 'pourquoi']"
1824642397591328.0,"Saliver c’est bien.
Venir tester nos Crousties, c’est mieux !
Et les goûter avec un burger Signature by McDonald’s™… bah là, on a plus les mots",,2018-09-11 10:40:00,23187,37248,1442,18973,91,3089,129,862,43,"['saliv', 'bien', 'ven', 'test', 'croust', 'mieux', 'goût', 'burg', 'signatur', 'mcdonald', 'bah', 'là', 'plus', 'mot']"
554977651601709.0,"Rentrée des classes le 3 😒
Rentrée du CBO™ le 4 😋
Oui, on avait tout prévu !",,2018-09-04 10:00:01,1249,1331,109,0,0,0,0,0,0,"['rentr', 'class', 'rentr', 'oui', 'tout', 'prévu']"
1816612688394299.0,"Si vous aviez besoin d’un peu de réconfort, cette publication est pour vous 👇",,2018-09-03 17:04:00,15056,21036,685,10457,35,4212,26,309,17,"['si', 'besoin', 'peu', 'réconfort', 'cet', 'publiqu']"
1812486472140254.0,"L’heure est au seul vrai débat :
➡️ POUR OU CONTRE LE RETOUR DU McWRAP™ CHÈVRE ?",,2018-08-28 10:44:00,2277,3040,104,1611,4,619,38,5,0,"['heur', 'seul', 'vrai', 'débat', 'contr', 'retour', 'chevr']"
2250546105187724.0,« Mot en 3 lettres qui va vous faire aimer la rentrée 🤓🍔 »,,2018-08-27 11:41:09,4718,13098,425,3280,45,1237,11,137,8,"['mot', 'lettr', 'va', 'fair', 'aim', 'rentr']"
1780097205379181.0,"Faire 280 pompes ? Un jeu d’enfant pour le 280™ sauce au poivre, SURTOUT quand on a pour coach le 280™ Original !",,2018-08-20 10:50:01,666,516,39,554,47,56,5,3,1,"['fair', 'pomp', 'jeu', 'enfant', 'sauc', 'poivr', 'surtout', 'quand', 'coach', 'original']"
1780567275332174.0,On connaît tous quelqu'un capable de faire sa demande chez McDo™ ! 💍,,2018-08-17 10:55:00,6937,14017,636,5144,1105,619,19,31,19,"['connaît', 'tous', 'capabl', 'fair', 'demand', 'chez']"
1774090119313223.0,"Oui, on sait : compléter une collection, ça n’est jamais facile !
Identifiez une personne qui adore faire la collection des Verres Coca-Cola® pour tenter de gagner CHACUN l’un des 52 coffrets mis en jeu !",,2018-08-10 10:30:01,11481,39107,1503,10163,56,1093,24,139,6,"['oui', 'sait', 'complet', 'collect', 'ça', 'jam', 'facil', 'identif', 'person', 'ador', 'fair', 'collect', 'verr', 'tent', 'gagn', 'chacun', 'coffret', 'mis', 'jeu']"
1778602825528619.0,"À la fin de cette vidéo, il faudra faire un choix : liker le 280™ Original ou le 280™ sauce au poivre ?",,2018-08-08 10:59:00,1117,312,91,0,0,0,0,0,0,"['fin', 'cet', 'vidéo', 'faudr', 'fair', 'choix', 'lik', 'original', 'sauc', 'poivr']"
1763144287074473.0,"Une seule mission : compléter toute la collection ! Les verres Coca-Cola sont de retour en restaurant, mais pour une durée limitée uniquement !",,2018-08-03 10:00:01,5988,2665,1487,0,0,0,0,0,0,"['seul', 'mission', 'complet', 'tout', 'collect', 'verr', 'retour', 'restaur', 'dur', 'limit', 'uniqu']"
1759958190726416.0,Sans doute l’une des meilleures nouvelles de l’été ! 🍔☀,,2018-07-31 10:04:00,10245,10711,468,8106,25,1886,25,190,13,"['san', 'dout', 'meilleur', 'nouvel']"
1763045867084315.0,"Pour commencer, vous pouvez vous inscrire sur l’événement, mais pour avoir toute la collection des verres Coca-Cola... Rdv en restaurant !
FRI, AUG 3, 2018
Le retour des verres Coca-Cola®","FRI, AUG 3, 2018
Le retour des verres Coca-Cola®",2018-07-29 17:54:01,690,1218,0,592,3,73,3,18,1,"['commenc', 'pouv', 'inscrir', 'éven', 'avoir', 'tout', 'collect', 'verr', 'rdv', 'restaur', 'fri', 'aug', 'retour', 'verr']"
1758100257578876.0,Qui fait ça avec son BigMac™ ?,,2018-07-24 17:04:00,14088,8574,395,12117,337,738,205,39,652,"['fait', 'ça']"
1749987545056814.0,"Ne t'inquiète pas, elle va revenir dans quelques 🇧🇪aines !",,2018-07-19 11:30:10,80266,22639,9424,49782,25637,4399,135,188,125,"['va', 'reven', 'quelqu']"
1741689609219941.0,Ça avait plutôt bien fonctionné en 1998 alors autant mettre toutes les chances de notre côté pour cette nouvelle finale !,,2018-07-14 10:56:00,1164,301,60,899,172,88,4,1,0,"['ça', 'plutôt', 'bien', 'fonction', 'alor', 'aut', 'mettr', 'tout', 'chanc', 'côt', 'cet', 'nouvel', 'final']"
1741566879232214.0,"FACEBOOK, TU AS ÉTÉ AU TOP : on a retrouvé notre petit champion !!! Antoine, tu as mené un clapping de feu : on te donne rdv le 9 septembre avec ta famille pour venir en VIP au Stade de France !!! ⚽⚽⚽🎉🎉🎉",,2018-07-13 15:12:17,22907,1005,809,19523,180,2303,10,888,3,"['facebook', 'top', 'retrouv', 'pet', 'champion', 'antoin', 'men', 'clapping', 'feu', 'don', 'rdv', 'septembr', 'famill', 'ven', 'vip', 'stad', 'franc']"
1738605649528337.0,"Facebook, on a besoin de toi ! Est-ce que quelqu’un connaît quelqu’un qui connaît ce petit champion ? On a une surprise pour lui !",,2018-07-11 15:41:23,9822,1026,4385,0,0,0,0,0,0,"['facebook', 'besoin', 'quelqu', 'connaît', 'quelqu', 'connaît', 'pet', 'champion', 'surpris']"
1737126166342952.0,"Le secret pour y arriver ? Ne JAMAIS s’énerver 😡
➡ Les jouets Rubik's Cube sont dans le Happy Meal 🙂",,2018-07-11 10:00:01,3422,1309,839,0,0,0,0,0,0,"['secret', 'arriv', 'jam', 'énerv', 'jouet', 'rubik', 'cub', 'happy', 'meal']"
1736740066381562.0,"Ce post Facebook contient 2 bonnes nouvelles : la première, c’est que le Grand Veggie est de retour. La seconde, c’est qu’il ne revient pas tout seul…",,2018-07-10 10:00:02,6745,6653,1383,0,0,0,0,0,0,"['post', 'facebook', 'contient', 'bon', 'nouvel', 'premi', 'grand', 'vegg', 'retour', 'second', 'revient', 'tout']"
1729567370432165.0,"Ahmed Lndy nous a donné son avis sur le Mac Junior™… Et pour lui comme pour nous, ce burger vous réserve une bonne surprise 😉",,2018-07-05 13:43:12,3286,1193,217,2837,229,175,30,8,7,"['ahmed', 'lndy', 'don', 'avis', 'mac', 'comm', 'burg', 'réserv', 'bon', 'surpris']"
1718995614822674.0,"Liste des choses qu’on adore faire du 3 au 17 juillet 2018 :
1. Jouer au jeu Lucky Summer
2. Jouer au jeu Lucky Summer
3. Jouer au jeu Lucky Summer
➡ Il y a plus de 4 millions de cadeaux mis en jeu !",,2018-07-03 10:00:02,418,454,537,370,10,16,20,1,1,"['list', 'chos', 'ador', 'fair', 'juillet', 'jou', 'jeu', 'lucky', 'summ', 'jou', 'jeu', 'lucky', 'summ', 'jou', 'jeu', 'lucky', 'summ', 'plus', 'million', 'cadeau', 'mis', 'jeu']"
1720528508002718.0,TOP 10 des burgers chez McDo :,,2018-06-29 17:01:46,1113,518,60,779,266,61,5,0,2,"['top', 'burger', 'chez', 'mcdo']"
1699803783408524.0,"Quand on voit un Mac™ Junior 😍
Quand on voit un Big Mac™ 😍😍
Quand on voit un Grand Big Mac™ 😍😍😍",,2018-06-15 15:39:28,9265,6760,551,7438,66,1480,36,235,10,"['quand', 'voit', 'junior', 'quand', 'voit', 'big', 'quand', 'voit', 'grand', 'big']"
1698206096901626.0,On a imaginé un petit jeu pour vos prochaines soirées foot : qui allez-vous affronter ? ⚽,,2018-06-14 11:45:30,1355,827,131,1156,144,50,2,2,1,"['imagin', 'pet', 'jeu', 'prochain', 'soir', 'foot', 'affront']"
1668231033232466.0,"Le but du voyage low cost, c’est qu’il reste low cost. Heureusement, avec le Menu McFirst™, vous êtes malins et vous savez comment ne pas payer de supplément bagage 😎✈",,2018-05-21 10:30:00,1508,204,161,0,0,0,0,0,0,"['voyag', 'low', 'cost', 'rest', 'low', 'cost', 'heureux', 'menu', 'malin', 'sav', 'comment', 'pai', 'suppl', 'bagag']"
1668233366565566.0,"Il y a certaines photos pour lesquelles il ne faut pas se tromper de destinataire… Heureusement, avec le Menu McFirst™, vous êtes malins et vous savez rattraper un MMS 😎📱",,2018-05-19 10:30:00,2117,212,224,0,0,0,0,0,0,"['certain', 'photos', 'lesquel', 'faut', 'tromp', 'heureux', 'menu', 'malin', 'sav', 'rattrap', 'mm']"
1670432903012279.0,"Nous, on avait plutôt pensé à cette sélection ! Et vous ?",,2018-05-17 19:40:10,834,859,127,582,184,64,1,2,1,"['plutôt', 'pens', 'cet', 'sélect']"
1668234336565469.0,"Un profil perso, c’est fait pour être perso. Heureusement, avec le Menu McFirst™, vous êtes malins et vous savez déconnecter votre profil à distance 😎📱",,2018-05-17 10:30:00,522,27,36,0,0,0,0,0,0,"['profil', 'perso', 'fait', 'être', 'perso', 'heureux', 'menu', 'malin', 'sav', 'déconnect', 'profil', 'distanc']"
1668361643219405.0,"Non, vous ne rêvez pas. Oui, nous avons créé le premier restaurant McDonald’s à colorier de France ! Forcément, l’arrivée des posters OMY dans le Happy Meal™, ça se fête ! 😍🎨",,2018-05-16 10:00:01,10299,1183,2338,0,0,0,0,0,0,"['non', 'rêv', 'oui', 'cré', 'premi', 'restaur', 'mcdonald', 'colori', 'franc', 'forc', 'arriv', 'poster', 'omy', 'happy', 'ça', 'fêt']"
1668289343226635.0,"4 recettes c’est 4 fois plus de choix … Mais aussi 4 fois plus de doutes !
#ParceQueBigTasty",,2018-05-15 10:54:34,1489,567,209,0,0,0,0,0,0,"['recet', 'fois', 'plus', 'choix', 'auss', 'fois', 'plus', 'dout', 'parcequebigtasty']"
1661830687205834.0,"Si cette publication a eu la chance de s’afficher sur votre fil d’actualité, c’est le signe évident qu’il faut venir goûter le Big Tasty™ en restaurant !",,2018-05-08 10:39:00,4779,2696,529,0,0,0,0,0,0,"['si', 'cet', 'publiqu', 'chanc', 'affich', 'fil', 'actual', 'sign', 'évident', 'faut', 'ven', 'goût', 'big', 'restaur']"
1654107064644863.0,"Pour commencer, vous pouvez vous inscrire sur l’événement, mais le mieux, ça reste de venir en restaurant !
MON, JUN 11, 2018
Big Tasty™ : il est de retour !","MON, JUN 11, 2018
Big Tasty™ : il est de retour !",2018-05-01 10:45:00,8421,15831,0,6542,43,1487,14,318,17,"['commenc', 'pouv', 'inscrir', 'éven', 'mieux', 'ça', 'rest', 'ven', 'restaur', 'jun', 'big', 'retour']"
1635883163133920.0,Il y a un signe qui ne trompe pas : quand on connaît la commande de l’autre par ❤,,2018-04-22 18:05:00,8530,16427,375,7471,304,720,14,10,11,"['sign', 'tromp', 'quand', 'connaît', 'command', 'autr']"
1644687512253485.0,"Pour une fois, ne mentionnez pas vos amis : cette notification leur ferait passer une mauvaise journée.
⚠ Plus que quelques jours pour savourer un délicieux CBO (du moins avant son prochain re-retour) !",,2018-04-21 10:41:50,644,1497,44,386,3,25,43,6,181,"['fois', 'mention', 'amis', 'cet', 'notif', 'fer', 'pass', 'mauvais', 'journ', 'plus', 'quelqu', 'jour', 'savour', 'délici', 'cbo', 'moin', 'avant', 'prochain']"
1633699863352250.0,"🆕 Il y a deux p'tits nouveaux dans la famille des P'tits Plaisirs ! 🆕
Découvrez le P’tit Wrap Crispy Mozza et le Muffin Pêche Abricot !",,2018-04-13 10:45:00,834,629,93,758,2,59,2,11,2,"['deux', 'nouveau', 'famill', 'plaisir', 'découvr', 'p', 'tit', 'wrap', 'crispy', 'mozz', 'muffin', 'pêch', 'abricot']"
1634670426588527.0,Arrêtez tout : la famille McWrap™ s’agrandit !,,2018-04-10 09:59:59,13739,13035,1929,0,0,0,0,0,0,"['arrêt', 'tout', 'famill', 'agrand']"
1624847277570842.0,"À toi notre plus grand fan de toujours, tu as jusqu’à CE SOIR pour venir commander des frites-potatoes ! Après, il sera trop tard…",,2018-04-02 10:30:00,658,456,17,586,20,38,4,4,6,"['plus', 'grand', 'fan', 'toujour', 'jusqu', 'soir', 'ven', 'command', 'apres', 'trop']"
1624845934237643.0,"Pas de blague sur le Filet-O-Fish cette année… En revanche, nos frites-potatoes sont bien disponibles jusqu’à DEMAIN soir en restaurant !",,2018-04-01 10:45:00,637,335,21,555,32,42,7,0,1,"['blagu', 'cet', 'revanch', 'bien', 'disponibl', 'jusqu', 'demain', 'soir', 'restaur']"
1622944551094448.0,⚠ Les Frites-Potatoes sont VRAIMENT disponibles en restaurant… Mais jusqu’au 2 avril seulement ! ⚠,,2018-03-30 11:00:00,3067,2389,297,0,0,0,0,0,0,"['vrai', 'disponibl', 'jusqu', 'avril', 'seul']"
1623777181011185.0,"Les Frites-Potatoes, c’est MAINTENANT en restaurant !",,2018-03-30 10:07:11,2174,1169,191,0,0,0,0,0,0,"['mainten', 'restaur']"
1622962877759282.0,"FIN DU SUSPENSE❗
Les Frites-Potatoes arrivent vraiment en restaurant 😉
🗓 À partir de demain… mais jusqu’au 2 avril seulement !",,2018-03-29 17:00:00,7691,8914,689,6365,343,816,47,92,28,"['fin', 'arrivent', 'vrai', 'restaur', 'part', 'jusqu', 'avril', 'seul']"
1623090901079813.0,,,2018-03-29 16:53:15,2581,202,0,0,0,0,0,0,0,['nan']
1623090161079887.0,,,2018-03-29 16:52:26,575,100,0,0,0,0,0,0,0,['nan']
